wind_speed_kmh,rainfall_mm,temperature_c,humidity_percent,storm,risk_score,risk_level,recommended_sensitivity
4.54,6.73,27.69,100.0,0,20.37,LOW_RISK,HIGH
20.24,6.12,37.99,38.71,0,18.2,LOW_RISK,HIGH
41.35,0.82,28.14,83.51,0,34.24,LOW_RISK,HIGH
12.11,12.48,17.96,68.38,0,21.82,LOW_RISK,HIGH
14.22,4.9,24.23,30.6,0,6.84,LOW_RISK,HIGH
13.57,5.9,15.75,60.88,0,5.71,LOW_RISK,HIGH
14.53,2.44,21.31,84.93,0,25.38,LOW_RISK,HIGH
24.87,9.43,25.8,74.28,0,43.31,MEDIUM_RISK,MEDIUM
22.96,7.7,24.81,89.34,1,46.92,MEDIUM_RISK,MEDIUM
10.91,2.3,28.07,28.53,0,15.66,LOW_RISK,HIGH
26.8,4.11,26.33,67.13,0,22.11,LOW_RISK,HIGH
24.5,4.76,29.72,70.22,0,23.77,LOW_RISK,HIGH
13.69,9.64,36.31,65.51,0,19.74,LOW_RISK,HIGH
26.61,10.35,35.55,74.82,0,34.17,LOW_RISK,HIGH
30.13,1.66,27.5,70.33,0,44.16,MEDIUM_RISK,MEDIUM
39.17,2.95,20.74,78.34,0,42.33,MEDIUM_RISK,MEDIUM
41.89,9.1,27.89,76.82,0,47.69,MEDIUM_RISK,MEDIUM
20.35,9.26,31.85,58.11,0,34.72,LOW_RISK,HIGH
13.94,6.4,43.61,70.61,1,44.86,MEDIUM_RISK,MEDIUM
7.4,8.31,21.04,100.0,1,47.55,MEDIUM_RISK,MEDIUM
61.3,4.56,22.25,98.36,1,67.01,HIGH_RISK,LOW
63.31,1.95,19.09,81.19,0,44.3,MEDIUM_RISK,MEDIUM
3.03,16.14,42.3,31.28,0,42.29,MEDIUM_RISK,MEDIUM
25.39,3.63,29.83,39.17,0,22.9,LOW_RISK,HIGH
18.5,5.35,27.6,44.9,0,17.57,LOW_RISK,HIGH
50.3,3.3,34.68,43.51,0,37.39,MEDIUM_RISK,MEDIUM
19.08,9.64,11.81,75.07,0,41.7,MEDIUM_RISK,MEDIUM
17.61,2.81,25.93,72.03,0,23.48,LOW_RISK,HIGH
11.34,1.95,44.68,81.7,0,14.14,LOW_RISK,HIGH
22.02,14.21,28.28,32.75,0,23.46,LOW_RISK,HIGH
18.74,6.62,35.16,94.92,0,34.99,LOW_RISK,HIGH
17.25,3.66,35.65,77.64,0,33.01,LOW_RISK,HIGH
69.59,1.48,23.14,50.43,0,34.32,LOW_RISK,HIGH
39.48,2.61,33.22,70.48,0,44.72,MEDIUM_RISK,MEDIUM
36.29,4.3,29.49,50.28,0,34.58,LOW_RISK,HIGH
18.38,11.07,27.24,66.56,1,53.28,MEDIUM_RISK,MEDIUM
44.52,1.11,26.51,100.0,0,37.28,MEDIUM_RISK,MEDIUM
14.54,12.19,21.8,100.0,0,38.91,MEDIUM_RISK,MEDIUM
2.13,18.1,20.34,94.0,1,54.37,MEDIUM_RISK,MEDIUM
39.48,14.34,42.42,88.06,0,55.53,HIGH_RISK,LOW
22.91,8.12,27.08,77.13,0,40.19,MEDIUM_RISK,MEDIUM
32.46,2.43,38.7,43.05,0,40.96,MEDIUM_RISK,MEDIUM
10.62,3.31,25.65,79.62,0,21.15,LOW_RISK,HIGH
38.33,13.89,44.13,89.52,0,55.47,HIGH_RISK,LOW
26.24,3.1,29.3,22.69,0,22.01,LOW_RISK,HIGH
48.85,6.65,30.19,78.98,1,63.54,HIGH_RISK,LOW
24.96,3.69,28.72,27.76,0,21.59,LOW_RISK,HIGH
35.02,1.99,22.01,87.77,0,41.16,MEDIUM_RISK,MEDIUM
34.71,4.61,29.23,100.0,1,59.62,HIGH_RISK,LOW
18.57,3.56,15.61,49.42,0,21.88,LOW_RISK,HIGH
50.93,12.25,44.15,57.94,0,55.08,HIGH_RISK,LOW
30.0,9.75,29.14,79.11,0,31.42,LOW_RISK,HIGH
22.15,4.9,32.93,87.78,0,44.16,MEDIUM_RISK,MEDIUM
36.95,8.69,25.03,53.29,0,42.77,MEDIUM_RISK,MEDIUM
36.44,3.16,8.19,20.0,0,35.35,MEDIUM_RISK,MEDIUM
36.64,11.05,19.19,73.25,0,51.09,MEDIUM_RISK,MEDIUM
30.41,1.11,16.14,64.6,0,29.48,LOW_RISK,HIGH
11.5,15.23,25.15,63.75,0,32.54,LOW_RISK,HIGH
33.33,6.29,31.74,62.83,0,38.95,MEDIUM_RISK,MEDIUM
19.01,6.36,33.77,70.22,0,27.39,LOW_RISK,HIGH
33.94,7.37,34.14,75.93,0,38.63,MEDIUM_RISK,MEDIUM
21.46,27.9,30.89,43.46,1,56.87,HIGH_RISK,LOW
21.67,5.75,40.55,88.16,1,48.71,MEDIUM_RISK,MEDIUM
9.14,4.8,26.68,75.86,0,27.12,LOW_RISK,HIGH
14.74,5.0,37.48,65.71,0,13.93,LOW_RISK,HIGH
21.66,19.45,30.58,73.02,0,41.41,MEDIUM_RISK,MEDIUM
4.76,5.5,21.24,91.76,0,24.1,LOW_RISK,HIGH
5.79,8.68,32.06,60.62,0,25.53,LOW_RISK,HIGH
23.94,7.38,15.0,68.47,0,30.08,LOW_RISK,HIGH
45.26,6.95,36.73,68.94,0,44.36,MEDIUM_RISK,MEDIUM
17.05,6.87,27.92,81.08,0,34.33,LOW_RISK,HIGH
13.98,9.65,21.46,37.46,0,17.05,LOW_RISK,HIGH
18.73,2.86,21.25,61.81,0,19.5,LOW_RISK,HIGH
12.76,1.63,10.58,67.12,0,6.15,LOW_RISK,HIGH
14.89,1.05,39.14,100.0,1,36.24,MEDIUM_RISK,MEDIUM
12.88,1.98,30.89,39.52,0,0.0,LOW_RISK,HIGH
20.63,9.53,20.65,45.69,0,31.37,LOW_RISK,HIGH
14.55,9.85,32.86,42.12,0,21.66,LOW_RISK,HIGH
24.97,13.88,16.56,75.22,0,33.81,LOW_RISK,HIGH
10.43,4.81,16.05,66.84,0,13.11,LOW_RISK,HIGH
29.44,0.84,20.88,58.49,0,19.5,LOW_RISK,HIGH
25.85,14.62,20.15,88.21,0,41.95,MEDIUM_RISK,MEDIUM
52.06,8.72,38.43,80.27,1,71.49,HIGH_RISK,LOW
20.34,6.59,27.56,59.81,0,21.35,LOW_RISK,HIGH
41.26,8.53,19.71,42.95,0,37.92,MEDIUM_RISK,MEDIUM
8.45,26.12,16.93,81.18,0,37.29,MEDIUM_RISK,MEDIUM
37.1,12.37,19.59,72.89,0,49.23,MEDIUM_RISK,MEDIUM
22.1,2.68,16.09,46.45,0,19.74,LOW_RISK,HIGH
44.97,5.96,23.32,82.95,0,39.7,MEDIUM_RISK,MEDIUM
43.3,7.13,19.92,52.95,0,26.06,LOW_RISK,HIGH
56.33,0.89,29.76,49.09,1,50.48,MEDIUM_RISK,MEDIUM
51.19,1.17,22.01,59.29,0,38.59,MEDIUM_RISK,MEDIUM
12.45,4.62,7.29,66.7,0,8.26,LOW_RISK,HIGH
22.95,11.34,13.05,90.57,1,60.58,HIGH_RISK,LOW
51.3,2.03,15.85,74.42,0,41.58,MEDIUM_RISK,MEDIUM
24.46,2.04,19.73,66.11,0,19.62,LOW_RISK,HIGH
20.83,7.61,43.18,64.96,0,27.76,LOW_RISK,HIGH
33.55,3.66,32.17,87.43,1,68.2,HIGH_RISK,LOW
24.78,1.1,19.25,74.68,0,15.23,LOW_RISK,HIGH
8.48,13.75,27.45,61.99,0,25.68,LOW_RISK,HIGH
43.77,2.83,23.35,34.99,0,31.7,LOW_RISK,HIGH
53.09,1.86,21.17,67.26,0,29.85,LOW_RISK,HIGH
14.34,1.22,31.16,59.42,0,11.31,LOW_RISK,HIGH
34.17,1.74,28.95,89.87,0,36.14,MEDIUM_RISK,MEDIUM
17.55,5.38,21.94,80.71,0,29.07,LOW_RISK,HIGH
24.93,4.6,13.76,77.15,0,23.07,LOW_RISK,HIGH
22.86,2.24,26.43,51.16,0,24.9,LOW_RISK,HIGH
17.58,4.38,20.83,100.0,0,33.0,LOW_RISK,HIGH
13.85,3.32,15.42,100.0,0,25.92,LOW_RISK,HIGH
2.11,1.12,23.6,71.66,0,11.85,LOW_RISK,HIGH
27.98,15.89,26.74,67.42,0,39.55,MEDIUM_RISK,MEDIUM
4.4,7.22,14.49,94.07,0,26.03,LOW_RISK,HIGH
27.0,2.61,21.51,68.15,0,24.23,LOW_RISK,HIGH
16.3,1.16,37.79,55.67,1,40.16,MEDIUM_RISK,MEDIUM
41.44,5.11,22.25,83.16,0,43.6,MEDIUM_RISK,MEDIUM
15.84,7.11,27.81,81.52,0,29.1,LOW_RISK,HIGH
32.16,5.92,33.64,70.62,0,41.91,MEDIUM_RISK,MEDIUM
17.76,14.63,23.33,52.78,0,35.83,MEDIUM_RISK,MEDIUM
10.51,12.24,27.54,77.27,0,26.26,LOW_RISK,HIGH
9.77,6.66,32.82,71.63,0,18.13,LOW_RISK,HIGH
25.73,8.05,19.46,67.35,0,33.26,LOW_RISK,HIGH
15.52,19.2,36.07,57.31,0,42.17,MEDIUM_RISK,MEDIUM
18.94,7.41,18.88,59.32,0,24.49,LOW_RISK,HIGH
7.06,12.2,38.32,73.07,0,33.93,LOW_RISK,HIGH
18.6,6.42,29.52,82.63,0,23.1,LOW_RISK,HIGH
12.43,13.65,17.75,61.54,0,20.51,LOW_RISK,HIGH
37.94,3.52,14.29,77.13,0,40.51,MEDIUM_RISK,MEDIUM
80.0,7.37,36.52,34.58,1,53.71,MEDIUM_RISK,MEDIUM
18.76,2.36,25.65,89.76,1,47.69,MEDIUM_RISK,MEDIUM
71.07,1.97,18.18,100.0,1,60.47,HIGH_RISK,LOW
45.26,1.08,18.48,24.27,1,41.02,MEDIUM_RISK,MEDIUM
11.86,5.45,31.58,75.31,0,21.28,LOW_RISK,HIGH
19.81,11.1,20.59,42.71,0,38.01,MEDIUM_RISK,MEDIUM
37.41,4.61,36.74,79.82,0,45.37,MEDIUM_RISK,MEDIUM
34.18,7.16,21.17,86.28,0,41.87,MEDIUM_RISK,MEDIUM
14.64,9.04,16.81,71.81,0,30.87,LOW_RISK,HIGH
26.48,1.07,38.06,72.73,0,22.09,LOW_RISK,HIGH
25.93,5.93,34.36,81.23,0,34.03,LOW_RISK,HIGH
53.14,22.13,25.02,57.41,1,84.2,HIGH_RISK,LOW
20.14,24.42,21.37,51.85,1,48.34,MEDIUM_RISK,MEDIUM
14.67,10.19,26.01,90.78,0,29.31,LOW_RISK,HIGH
31.59,3.44,17.96,83.92,0,40.96,MEDIUM_RISK,MEDIUM
20.09,9.27,27.06,100.0,0,46.08,MEDIUM_RISK,MEDIUM
26.72,13.46,20.2,56.56,0,31.36,LOW_RISK,HIGH
54.48,5.18,23.26,80.06,0,45.68,MEDIUM_RISK,MEDIUM
17.69,2.08,30.21,80.87,0,27.58,LOW_RISK,HIGH
52.61,6.67,8.9,76.23,1,67.28,HIGH_RISK,LOW
18.94,3.15,21.57,96.37,0,33.78,LOW_RISK,HIGH
28.27,7.82,26.57,30.53,0,12.01,LOW_RISK,HIGH
34.73,5.6,19.7,86.1,0,48.31,MEDIUM_RISK,MEDIUM
44.24,12.3,26.95,83.32,0,51.18,MEDIUM_RISK,MEDIUM
8.99,2.4,25.69,56.39,0,21.86,LOW_RISK,HIGH
16.84,7.48,30.39,84.26,0,24.35,LOW_RISK,HIGH
48.2,4.21,20.88,70.55,0,47.93,MEDIUM_RISK,MEDIUM
37.85,25.77,35.75,54.43,0,60.5,HIGH_RISK,LOW
22.93,2.47,22.15,97.77,1,54.05,MEDIUM_RISK,MEDIUM
23.57,6.58,39.28,59.08,0,18.88,LOW_RISK,HIGH
34.75,4.69,28.42,100.0,1,59.31,HIGH_RISK,LOW
56.26,15.2,31.52,45.74,1,71.06,HIGH_RISK,LOW
29.39,8.53,26.36,66.75,0,38.66,MEDIUM_RISK,MEDIUM
17.52,5.53,26.15,85.12,0,27.77,LOW_RISK,HIGH
29.94,1.53,37.62,36.19,0,20.23,LOW_RISK,HIGH
23.26,1.01,26.6,81.56,0,22.08,LOW_RISK,HIGH
42.71,7.64,17.19,58.01,0,41.59,MEDIUM_RISK,MEDIUM
33.97,1.81,34.87,73.78,0,28.17,LOW_RISK,HIGH
4.29,5.37,26.99,87.73,0,30.01,LOW_RISK,HIGH
12.28,11.97,10.45,45.93,0,29.79,LOW_RISK,HIGH
11.33,12.09,17.9,66.76,0,24.01,LOW_RISK,HIGH
14.89,2.6,15.11,80.15,0,13.77,LOW_RISK,HIGH
30.85,13.38,15.86,54.89,0,49.69,MEDIUM_RISK,MEDIUM
18.58,11.02,36.48,71.54,0,41.58,MEDIUM_RISK,MEDIUM
9.9,8.56,25.07,76.32,0,29.94,LOW_RISK,HIGH
26.91,2.62,20.45,73.78,0,31.19,LOW_RISK,HIGH
13.17,12.62,10.55,82.25,0,29.16,LOW_RISK,HIGH
13.68,11.57,23.37,49.74,0,29.02,LOW_RISK,HIGH
0.97,4.84,19.66,68.12,0,15.69,LOW_RISK,HIGH
18.82,6.48,34.25,48.3,0,23.6,LOW_RISK,HIGH
12.34,8.77,24.36,40.89,0,24.67,LOW_RISK,HIGH
42.19,17.0,22.44,55.26,0,54.97,MEDIUM_RISK,MEDIUM
17.94,9.79,30.75,80.69,0,31.18,LOW_RISK,HIGH
62.7,1.37,28.12,77.84,0,49.34,MEDIUM_RISK,MEDIUM
9.95,4.12,33.48,59.56,0,16.09,LOW_RISK,HIGH
38.1,10.37,20.69,38.57,0,36.64,MEDIUM_RISK,MEDIUM
38.62,2.65,25.19,87.29,0,37.72,MEDIUM_RISK,MEDIUM
20.49,8.67,18.05,94.34,0,36.18,MEDIUM_RISK,MEDIUM
39.63,6.34,32.42,70.8,0,47.47,MEDIUM_RISK,MEDIUM
27.26,1.73,16.09,58.36,0,17.73,LOW_RISK,HIGH
17.26,9.1,38.79,70.99,0,35.01,MEDIUM_RISK,MEDIUM
33.78,28.49,45.0,80.32,0,60.83,HIGH_RISK,LOW
20.76,10.36,32.39,86.8,0,44.49,MEDIUM_RISK,MEDIUM
16.61,5.17,8.44,90.6,1,50.25,MEDIUM_RISK,MEDIUM
20.01,18.48,28.9,44.13,0,41.24,MEDIUM_RISK,MEDIUM
16.87,2.39,34.51,35.81,0,19.57,LOW_RISK,HIGH
20.92,1.04,26.14,57.04,0,16.67,LOW_RISK,HIGH
42.04,2.48,31.61,82.95,1,54.07,MEDIUM_RISK,MEDIUM
20.08,9.74,39.19,86.31,1,59.93,HIGH_RISK,LOW
16.49,9.99,35.82,31.45,0,33.23,LOW_RISK,HIGH
22.95,6.44,39.4,47.94,0,24.46,LOW_RISK,HIGH
24.37,10.12,24.56,62.76,0,30.46,LOW_RISK,HIGH
24.92,7.12,17.06,20.0,0,23.28,LOW_RISK,HIGH
4.57,3.99,17.41,55.57,0,14.73,LOW_RISK,HIGH
13.86,1.25,20.13,59.94,0,1.54,LOW_RISK,HIGH
26.31,1.53,25.2,60.93,0,9.8,LOW_RISK,HIGH
25.15,4.42,37.45,86.67,0,37.67,MEDIUM_RISK,MEDIUM
57.49,5.22,31.76,96.98,1,58.35,HIGH_RISK,LOW
1.79,6.62,29.46,68.24,0,14.73,LOW_RISK,HIGH
35.84,10.04,24.58,82.48,0,52.4,MEDIUM_RISK,MEDIUM
25.93,9.22,35.09,48.21,0,30.18,LOW_RISK,HIGH
32.27,11.8,27.44,81.26,0,50.0,MEDIUM_RISK,MEDIUM
25.73,10.1,26.03,74.71,0,37.73,MEDIUM_RISK,MEDIUM
48.62,5.36,33.8,79.66,0,47.32,MEDIUM_RISK,MEDIUM
20.17,5.52,31.69,77.14,0,26.02,LOW_RISK,HIGH
22.62,9.47,37.58,94.6,0,47.78,MEDIUM_RISK,MEDIUM
13.12,11.91,42.13,98.09,0,39.79,MEDIUM_RISK,MEDIUM
10.49,0.68,28.44,99.25,0,10.85,LOW_RISK,HIGH
39.0,20.41,30.08,58.87,1,66.77,HIGH_RISK,LOW
11.58,2.26,40.47,51.15,0,22.52,LOW_RISK,HIGH
25.79,5.37,30.38,97.69,0,28.51,LOW_RISK,HIGH
6.58,14.13,24.18,65.23,0,22.36,LOW_RISK,HIGH
15.58,7.03,36.98,85.76,0,38.88,MEDIUM_RISK,MEDIUM
11.05,0.67,16.32,57.6,0,1.61,LOW_RISK,HIGH
3.84,17.16,35.07,46.63,0,30.0,LOW_RISK,HIGH
6.85,12.83,31.78,73.79,0,29.33,LOW_RISK,HIGH
15.12,5.83,26.42,71.56,0,26.51,LOW_RISK,HIGH
16.57,12.15,30.9,100.0,1,60.44,HIGH_RISK,LOW
18.21,7.13,21.49,36.86,0,27.39,LOW_RISK,HIGH
66.21,10.13,33.35,29.65,0,62.6,HIGH_RISK,LOW
11.4,6.04,25.49,44.77,0,12.04,LOW_RISK,HIGH
20.78,5.17,19.74,85.04,0,31.08,LOW_RISK,HIGH
41.38,8.09,19.92,76.89,1,54.61,MEDIUM_RISK,MEDIUM
11.4,6.78,23.52,79.6,0,20.64,LOW_RISK,HIGH
35.75,32.94,19.65,44.61,0,54.11,MEDIUM_RISK,MEDIUM
27.28,5.64,17.78,71.56,0,32.2,LOW_RISK,HIGH
2.65,6.92,39.94,51.81,0,18.92,LOW_RISK,HIGH
16.65,6.95,24.47,95.92,0,31.06,LOW_RISK,HIGH
10.18,4.42,29.83,87.08,0,28.15,LOW_RISK,HIGH
20.82,2.53,45.0,62.99,0,20.36,LOW_RISK,HIGH
25.61,2.63,13.42,84.24,0,29.01,LOW_RISK,HIGH
21.94,3.6,13.99,58.67,0,15.97,LOW_RISK,HIGH
16.05,11.73,28.63,37.85,0,30.33,LOW_RISK,HIGH
7.69,11.37,26.58,56.41,0,25.54,LOW_RISK,HIGH
26.31,1.14,18.39,74.37,0,17.14,LOW_RISK,HIGH
8.41,2.8,32.98,64.73,0,11.51,LOW_RISK,HIGH
24.3,16.7,37.93,46.75,0,40.84,MEDIUM_RISK,MEDIUM
7.27,0.55,22.63,99.98,0,17.96,LOW_RISK,HIGH
16.13,2.83,30.7,55.65,0,23.63,LOW_RISK,HIGH
13.07,2.47,14.4,100.0,0,30.73,LOW_RISK,HIGH
7.97,3.2,21.87,46.6,0,11.1,LOW_RISK,HIGH
40.83,6.89,35.29,43.36,0,38.26,MEDIUM_RISK,MEDIUM
41.11,10.14,35.25,57.47,0,38.4,MEDIUM_RISK,MEDIUM
23.83,15.0,24.47,22.9,0,34.77,LOW_RISK,HIGH
16.51,21.1,31.87,67.3,0,42.66,MEDIUM_RISK,MEDIUM
3.81,3.2,27.39,64.55,0,11.88,LOW_RISK,HIGH
16.54,1.91,20.7,58.99,0,15.17,LOW_RISK,HIGH
10.48,2.49,22.45,61.47,0,14.76,LOW_RISK,HIGH
26.01,5.48,23.21,71.21,0,25.6,LOW_RISK,HIGH
12.3,7.87,18.57,100.0,0,24.49,LOW_RISK,HIGH
22.89,5.52,27.58,37.17,0,21.0,LOW_RISK,HIGH
16.98,3.4,32.41,58.95,0,31.45,LOW_RISK,HIGH
4.26,7.3,20.9,100.0,0,26.12,LOW_RISK,HIGH
22.18,13.9,45.0,100.0,0,48.76,MEDIUM_RISK,MEDIUM
44.88,4.37,16.21,57.88,0,37.61,MEDIUM_RISK,MEDIUM
20.88,10.61,36.31,64.58,0,28.39,LOW_RISK,HIGH
29.52,3.45,22.87,75.52,0,31.01,LOW_RISK,HIGH
15.74,1.53,30.79,65.23,0,20.89,LOW_RISK,HIGH
69.78,4.81,20.02,99.08,1,73.16,HIGH_RISK,LOW
31.58,7.38,25.15,100.0,0,43.6,MEDIUM_RISK,MEDIUM
20.89,11.28,30.03,83.26,0,35.38,MEDIUM_RISK,MEDIUM
4.24,2.34,38.66,52.64,0,20.87,LOW_RISK,HIGH
4.66,7.83,22.6,70.47,0,16.11,LOW_RISK,HIGH
27.41,3.7,28.18,59.92,0,24.23,LOW_RISK,HIGH
52.85,6.93,21.65,78.1,0,39.4,MEDIUM_RISK,MEDIUM
20.47,3.26,22.76,50.92,0,20.68,LOW_RISK,HIGH
10.0,1.49,20.07,65.77,0,3.51,LOW_RISK,HIGH
14.58,16.13,17.22,38.15,1,42.71,MEDIUM_RISK,MEDIUM
13.38,13.66,31.13,20.29,0,19.64,LOW_RISK,HIGH
53.09,1.41,26.38,77.5,0,42.65,MEDIUM_RISK,MEDIUM
35.24,3.2,19.47,60.93,0,27.52,LOW_RISK,HIGH
71.33,10.01,33.48,68.67,0,50.78,MEDIUM_RISK,MEDIUM
6.23,13.77,27.93,75.23,0,33.03,LOW_RISK,HIGH
25.56,7.2,32.9,41.38,0,17.38,LOW_RISK,HIGH
41.54,6.7,24.78,68.03,0,33.93,LOW_RISK,HIGH
47.42,10.59,39.1,60.05,0,51.4,MEDIUM_RISK,MEDIUM
9.62,6.85,21.68,94.19,0,26.52,LOW_RISK,HIGH
13.49,12.37,45.0,77.17,0,30.04,LOW_RISK,HIGH
12.82,7.16,22.6,100.0,0,30.04,LOW_RISK,HIGH
2.63,17.01,17.54,41.95,1,44.84,MEDIUM_RISK,MEDIUM
12.49,1.34,28.33,72.97,0,13.65,LOW_RISK,HIGH
15.28,9.15,34.5,52.46,0,39.53,MEDIUM_RISK,MEDIUM
12.07,1.7,22.41,49.78,0,0.32,LOW_RISK,HIGH
12.81,9.73,9.46,31.21,0,20.58,LOW_RISK,HIGH
13.95,25.07,22.82,65.6,0,42.83,MEDIUM_RISK,MEDIUM
13.07,13.84,32.25,81.31,0,32.1,LOW_RISK,HIGH
24.58,2.44,22.94,88.36,0,36.08,MEDIUM_RISK,MEDIUM
3.23,19.82,29.53,54.05,1,45.64,MEDIUM_RISK,MEDIUM
32.48,11.69,24.18,80.67,0,46.53,MEDIUM_RISK,MEDIUM
12.54,7.22,34.74,69.48,0,24.2,LOW_RISK,HIGH
17.95,6.03,34.04,41.55,0,24.87,LOW_RISK,HIGH
11.77,4.27,33.51,78.78,0,27.09,LOW_RISK,HIGH
26.07,10.02,41.38,31.25,0,34.56,LOW_RISK,HIGH
22.15,1.12,15.42,61.79,0,7.08,LOW_RISK,HIGH
44.24,2.38,26.46,63.78,0,35.68,MEDIUM_RISK,MEDIUM
25.8,1.78,19.04,50.58,0,16.03,LOW_RISK,HIGH
26.85,21.72,28.31,50.8,0,30.46,LOW_RISK,HIGH
18.08,2.17,23.19,78.32,0,33.86,LOW_RISK,HIGH
16.7,10.94,30.53,61.9,0,26.75,LOW_RISK,HIGH
6.56,11.07,31.63,72.07,0,30.53,LOW_RISK,HIGH
40.73,16.87,27.41,68.43,0,55.03,HIGH_RISK,LOW
12.76,16.12,24.35,81.41,1,41.58,MEDIUM_RISK,MEDIUM
27.1,1.26,37.51,91.8,0,23.85,LOW_RISK,HIGH
18.39,2.13,20.02,59.95,0,16.23,LOW_RISK,HIGH
4.71,14.54,16.24,45.91,0,21.8,LOW_RISK,HIGH
41.03,3.73,25.59,70.91,0,41.68,MEDIUM_RISK,MEDIUM
39.26,6.12,27.32,65.73,0,35.64,MEDIUM_RISK,MEDIUM
8.72,18.99,31.34,76.55,0,35.52,MEDIUM_RISK,MEDIUM
17.5,13.18,21.62,42.6,0,27.53,LOW_RISK,HIGH
19.37,6.26,31.51,81.05,0,24.39,LOW_RISK,HIGH
45.59,2.84,36.96,65.43,0,43.48,MEDIUM_RISK,MEDIUM
16.22,2.02,29.99,91.55,0,36.76,MEDIUM_RISK,MEDIUM
19.45,1.17,27.88,67.09,0,18.65,LOW_RISK,HIGH
31.46,6.95,18.56,30.19,0,28.49,LOW_RISK,HIGH
55.02,6.79,42.55,100.0,1,74.24,HIGH_RISK,LOW
50.38,12.22,31.1,64.02,0,48.73,MEDIUM_RISK,MEDIUM
2.7,5.75,10.92,87.46,0,26.97,LOW_RISK,HIGH
35.64,15.33,24.56,27.07,1,64.9,HIGH_RISK,LOW
56.9,7.65,29.77,65.66,0,45.89,MEDIUM_RISK,MEDIUM
44.48,9.88,19.41,100.0,1,73.58,HIGH_RISK,LOW
14.02,12.95,23.06,100.0,0,30.46,LOW_RISK,HIGH
12.53,11.56,29.4,100.0,0,43.87,MEDIUM_RISK,MEDIUM
13.62,17.08,18.1,68.89,1,48.94,MEDIUM_RISK,MEDIUM
75.25,2.4,21.09,62.99,0,48.04,MEDIUM_RISK,MEDIUM
31.49,4.84,32.68,88.89,0,43.99,MEDIUM_RISK,MEDIUM
27.9,14.08,20.78,70.85,0,38.64,MEDIUM_RISK,MEDIUM
7.1,5.53,33.77,60.2,0,13.05,LOW_RISK,HIGH
18.98,5.68,22.75,97.43,0,32.43,LOW_RISK,HIGH
35.98,13.07,20.52,51.13,0,40.84,MEDIUM_RISK,MEDIUM
38.72,6.07,14.93,84.18,0,42.8,MEDIUM_RISK,MEDIUM
33.55,9.74,25.75,67.18,0,43.0,MEDIUM_RISK,MEDIUM
20.13,6.04,24.55,71.62,0,17.78,LOW_RISK,HIGH
53.85,12.39,22.16,68.56,1,65.13,HIGH_RISK,LOW
9.39,10.53,32.5,64.2,0,24.52,LOW_RISK,HIGH
21.52,22.72,29.44,75.08,0,47.62,MEDIUM_RISK,MEDIUM
54.93,6.44,30.32,45.63,0,39.53,MEDIUM_RISK,MEDIUM
39.39,9.51,24.32,76.13,0,48.66,MEDIUM_RISK,MEDIUM
54.63,1.18,12.11,94.42,0,46.26,MEDIUM_RISK,MEDIUM
7.39,1.94,26.23,57.15,0,3.63,LOW_RISK,HIGH
14.9,1.74,23.91,64.67,0,0.37,LOW_RISK,HIGH
7.68,13.07,32.88,60.8,0,20.74,LOW_RISK,HIGH
26.15,8.15,29.47,61.4,0,27.84,LOW_RISK,HIGH
25.51,7.71,32.36,76.11,0,27.63,LOW_RISK,HIGH
9.41,8.55,30.9,100.0,0,33.04,LOW_RISK,HIGH
12.64,17.01,28.62,54.46,0,39.77,MEDIUM_RISK,MEDIUM
23.43,4.41,19.57,79.91,0,27.62,LOW_RISK,HIGH
41.5,4.46,15.61,63.1,0,37.59,MEDIUM_RISK,MEDIUM
22.17,6.57,35.82,82.66,0,25.97,LOW_RISK,HIGH
26.07,11.27,20.78,70.08,0,33.81,LOW_RISK,HIGH
71.73,3.53,26.96,77.22,0,54.68,MEDIUM_RISK,MEDIUM
5.63,0.95,35.09,52.46,0,8.6,LOW_RISK,HIGH
35.11,3.46,28.04,100.0,0,46.86,MEDIUM_RISK,MEDIUM
30.97,3.72,36.73,63.84,0,39.31,MEDIUM_RISK,MEDIUM
15.76,7.46,30.72,73.15,0,18.96,LOW_RISK,HIGH
12.05,5.44,28.65,60.86,0,14.76,LOW_RISK,HIGH
70.12,2.27,28.64,67.82,0,51.39,MEDIUM_RISK,MEDIUM
6.61,9.42,29.31,100.0,0,32.85,LOW_RISK,HIGH
23.94,4.44,18.95,74.32,0,26.68,LOW_RISK,HIGH
30.65,3.48,28.16,64.98,0,34.24,LOW_RISK,HIGH
29.54,10.59,22.2,46.62,0,28.46,LOW_RISK,HIGH
12.84,8.65,15.04,61.18,0,24.52,LOW_RISK,HIGH
40.53,5.87,18.37,73.58,1,53.33,MEDIUM_RISK,MEDIUM
48.37,9.24,29.21,65.21,1,65.6,HIGH_RISK,LOW
42.7,2.92,18.62,43.75,1,48.9,MEDIUM_RISK,MEDIUM
9.59,1.3,18.55,30.85,0,10.21,LOW_RISK,HIGH
51.91,1.69,37.05,54.77,0,41.94,MEDIUM_RISK,MEDIUM
17.47,3.49,25.67,50.42,0,21.26,LOW_RISK,HIGH
26.13,4.22,28.56,55.1,0,21.08,LOW_RISK,HIGH
20.2,8.36,24.86,51.76,0,33.45,LOW_RISK,HIGH
10.69,2.61,21.22,66.45,0,18.42,LOW_RISK,HIGH
13.52,4.25,28.27,80.01,0,20.61,LOW_RISK,HIGH
34.22,0.78,25.95,63.83,0,25.56,LOW_RISK,HIGH
